RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2950,26201059,Surname_2950,352,France,Female,30.0,4,61995.18821346797,3,1,1,18273.033607222846,1
2951,91930229,Surname_2951,763,Germany,Female,43.0,9,96132.17128362095,4,0,1,79358.8571854195,0
2952,14266814,Surname_2952,816,France,Male,55.0,5,151508.53932818735,3,0,0,82283.76317060993,1
2953,39341622,Surname_2953,625,Spain,Male,30.0,1,7823.912074232941,2,1,1,22840.125042487725,0
2954,41982389,Surname_2954,841,Spain,Male,41.0,7,121158.6945740889,1,1,1,101992.65349675706,1
2955,92460254,Surname_2955,506,Germany,Female,47.0,6,176279.96562289257,4,0,0,149025.7365934613,1
2956,93112278,Surname_2956,695,France,Male,47.0,8,22686.88540917921,3,1,1,124537.75360547015,1
2957,33827921,Surname_2957,402,Spain,Female,33.0,5,198644.86490201252,1,0,1,104020.335651628,0
2958,95592363,Surname_2958,452,Germany,Male,21.0,6,115540.2989517487,4,0,1,131449.95271103334,0
2959,81273710,Surname_2959,663,Spain,Female,22.0,5,27431.40385698592,3,0,0,133626.1873671168,1
2960,81805430,Surname_2960,357,Germany,Male,49.0,6,25957.20965512702,1,1,0,130081.5821162413,0
2961,83901931,Surname_2961,603,France,Male,39.0,5,70475.31502517659,2,1,0,53560.5033420034,0
2962,14455393,Surname_2962,747,Germany,Male,18.0,2,181814.78368811024,4,1,0,102896.00747705383,1
2963,79924174,Surname_2963,522,France,Male,59.0,2,109168.52086876341,1,1,1,18663.242696982437,1
2964,52332747,Surname_2964,811,France,Female,22.0,8,176917.2090598674,2,1,0,131902.26559691766,0
2965,87331908,Surname_2965,477,Germany,Female,49.0,4,161458.83954474356,2,1,1,94156.8672422446,0
2966,23115311,Surname_2966,689,Germany,Male,24.0,2,17348.928508404195,1,0,1,146154.8946947809,0
2967,41428868,Surname_2967,712,Spain,Female,55.0,9,146089.58186229249,4,0,0,112478.27817815059,1
2968,33045702,Surname_2968,660,Germany,Female,22.0,0,234342.67592544257,2,1,1,128314.38356937315,1
2969,76401429,Surname_2969,518,Germany,Female,55.0,9,100336.38089226543,1,1,0,45430.61546204014,1
2970,30770297,Surname_2970,776,Germany,Female,29.0,0,53218.559480832126,2,1,0,57208.4422348449,0
2971,38259885,Surname_2971,712,Germany,Male,36.0,0,36840.63076499042,1,0,0,108897.42206740704,1
2972,76094817,Surname_2972,707,France,Female,49.0,7,150443.4728852097,4,1,1,46500.51757258428,0
2973,80014839,Surname_2973,454,Spain,Female,56.0,3,12363.84243450489,2,1,1,139092.34349338556,0
2974,38521101,Surname_2974,623,France,Male,34.0,6,46584.77153200705,3,0,0,119964.6673189472,1
2975,65873595,Surname_2975,594,Germany,Female,44.0,1,59818.34746541581,4,1,1,143504.75556553932,0
2976,99847573,Surname_2976,779,France,Male,40.0,2,93698.02610614816,1,1,0,126636.05540326059,1
2977,19458141,Surname_2977,460,France,Male,59.0,9,109161.92302780437,1,1,0,123109.49895125991,0
2978,45593897,Surname_2978,807,Germany,Female,37.0,9,83370.66986868439,3,0,1,136584.81962588427,1
2979,75038332,Surname_2979,489,Germany,Male,40.0,6,39881.0919773234,3,1,0,25220.932125590698,0
2980,55009784,Surname_2980,828,Spain,Female,49.0,3,187579.56686706253,4,1,0,122936.26257489619,0
2981,72371794,Surname_2981,442,France,Female,25.0,6,62784.7200835785,4,0,0,91817.65242777654,1
2982,73250842,Surname_2982,459,France,Female,45.0,2,34662.71184426731,2,1,1,140410.2366966403,0
2983,23430223,Surname_2983,732,France,Female,57.0,8,61713.976403133864,3,1,0,21081.117945248036,0
2984,11099827,Surname_2984,728,France,Female,24.0,7,49587.03627752725,4,1,0,127634.73208429004,1
2985,11380597,Surname_2985,704,Germany,Female,20.0,3,139576.07218336797,2,0,0,108350.54620026672,0
2986,52121872,Surname_2986,782,France,Female,55.0,1,207392.67466634116,4,1,1,74739.61448648205,1
2987,61165866,Surname_2987,797,France,Female,40.0,8,48695.51666447974,3,1,0,12972.540100716793,0
2988,60456049,Surname_2988,640,France,Female,20.0,1,56489.08465583163,2,1,1,91604.23960562871,1
2989,38861612,Surname_2989,617,France,Female,37.0,3,16798.086358288445,4,1,1,109926.55645241082,0
2990,88490796,Surname_2990,760,Germany,Female,57.0,4,42999.439119277005,4,1,1,117043.96745286336,1
2991,89089598,Surname_2991,407,Germany,Female,35.0,4,120655.1957861745,4,1,0,102098.54613126331,0
2992,72238399,Surname_2992,707,France,Female,35.0,0,193314.07284064702,4,1,1,141424.50686735817,0
2993,49148841,Surname_2993,534,Germany,Female,35.0,4,249118.73721001553,2,0,0,111221.39988280632,0
2994,79904154,Surname_2994,680,France,Female,21.0,0,135423.3837587112,4,1,0,73371.62419010625,1
2995,69094520,Surname_2995,805,France,Male,54.0,5,160274.35608589122,3,0,0,15821.379049274448,0
2996,32732699,Surname_2996,674,Germany,Male,30.0,8,178473.54888159857,3,1,1,107046.76013650218,1
2997,20524767,Surname_2997,681,France,Female,29.0,2,5952.138768416243,4,1,1,130259.0320919481,1
2998,62422085,Surname_2998,408,France,Female,52.0,1,14459.920467311038,4,1,0,106336.97057468357,0
2999,38343043,Surname_2999,720,Spain,Female,47.0,1,55801.348280147824,3,0,0,80987.87007512384,1
3000,54219299,Surname_3000,646,Spain,Female,39.0,1,180203.19206234167,3,1,0,53491.401885042585,0
3001,41329515,Surname_3001,624,France,Male,27.0,7,64771.93242054324,1,0,1,125153.698028673,0
3002,31453461,Surname_3002,620,France,Male,46.0,6,103504.76255924885,4,0,0,39237.207902115704,1
3003,35750745,Surname_3003,716,Germany,Male,56.0,2,81599.78456239252,1,0,0,42105.9907563731,0
3004,60567983,Surname_3004,715,France,Male,23.0,6,125211.00200864424,1,1,0,96716.30873935139,1
3005,80310189,Surname_3005,628,Germany,Female,30.0,7,210987.9911614471,4,1,1,144695.04344988868,0
3006,27901311,Surname_3006,643,Germany,Male,56.0,8,73144.59973157514,1,0,0,130927.03343468513,0
3007,30025850,Surname_3007,806,Germany,Female,46.0,9,238532.34071135477,4,0,1,28795.424945324532,1
3008,85699158,Surname_3008,663,Germany,Male,35.0,7,203022.91217079668,4,1,1,19482.992472590668,1
3009,88761851,Surname_3009,547,France,Male,24.0,7,210873.8307531703,2,0,0,125254.72034074478,0
3010,13363165,Surname_3010,678,France,Female,43.0,2,74253.64999193356,3,1,0,148741.0412170193,1
3011,97379577,Surname_3011,661,France,Female,33.0,7,152519.9834197599,4,0,0,120510.1849600276,1
3012,14782141,Surname_3012,738,Germany,Male,51.0,3,150661.7398898104,4,1,1,72401.47241170771,1
3013,52469900,Surname_3013,742,Spain,Female,54.0,7,82319.0095699674,4,1,1,143837.42149406084,0
3014,58230592,Surname_3014,498,France,Male,33.0,5,223912.6875855812,1,0,1,55876.34913991584,1
3015,69424254,Surname_3015,363,Germany,Male,21.0,0,93499.99937929492,4,1,0,45736.95139317569,0
3016,74864772,Surname_3016,795,Germany,Male,41.0,4,108433.21585143285,1,1,0,127280.52407951352,0
3017,41629641,Surname_3017,599,France,Male,43.0,3,103451.29666176233,4,1,0,14758.416535756442,1
3018,97889043,Surname_3018,463,Spain,Female,45.0,7,23337.8380946786,4,0,0,136797.6260821526,1
3019,76833921,Surname_3019,716,France,Female,51.0,8,101305.4064746646,4,0,1,121517.4117100849,1
3020,79662753,Surname_3020,810,France,Male,25.0,2,120731.3184009306,3,1,1,82416.37352141258,1
3021,37706071,Surname_3021,803,Germany,Female,50.0,1,188235.9198166033,1,1,1,76863.91909137362,0
3022,67535686,Surname_3022,438,France,Female,42.0,8,215169.93309890656,3,0,1,13240.544085987607,0
3023,52102731,Surname_3023,716,Germany,Male,46.0,6,116823.52703850115,2,1,0,57737.48573059561,1
3024,67873580,Surname_3024,421,France,Female,54.0,6,137171.95194875516,2,0,0,66105.04018121192,1
3025,16681070,Surname_3025,368,France,Female,19.0,7,205208.34732452355,1,1,1,127368.52557519636,0
3026,90282275,Surname_3026,388,France,Male,21.0,4,143765.74447229394,3,1,0,51636.9257979946,0
3027,34649101,Surname_3027,742,France,Male,19.0,4,155875.90866423553,3,0,0,46552.982842555415,1
3028,52469976,Surname_3028,615,France,Female,21.0,3,77605.66599662513,2,1,0,68761.07413599073,1
3029,12324948,Surname_3029,565,Germany,Male,41.0,1,70076.0908066985,4,0,1,126036.16757776814,1
3030,76541154,Surname_3030,737,Spain,Male,31.0,8,237195.9665789545,1,1,1,94661.65578142284,0
3031,56045098,Surname_3031,837,France,Male,33.0,1,234700.93212981394,1,0,0,77186.3768578425,0
3032,59932673,Surname_3032,439,France,,38.0,0,87757.95204656928,2,1,1,15500.274234783843,1
3033,56574469,Surname_3033,503,Spain,Female,57.0,1,7013.23731529524,2,1,1,19382.410946514305,0
3034,44106517,Surname_3034,541,Spain,Male,56.0,8,199494.50235584492,2,0,1,54863.75004118876,1
3035,96354458,Surname_3035,626,Spain,,57.0,6,234894.89810059516,4,1,0,91206.2993353994,1
3036,39748300,Surname_3036,575,Spain,Male,41.0,2,221073.22390091314,2,1,1,60454.113205639485,1
3037,79205459,Surname_3037,446,Spain,Male,48.0,4,124897.37244279742,2,1,1,42806.6423503627,0
3038,24067671,Surname_3038,395,Spain,Female,22.0,8,136343.74557094264,3,0,0,56859.14721226926,1
3039,22600089,Surname_3039,825,Spain,Female,44.0,6,47185.85397341476,3,0,1,113409.61507725267,0
3040,93105948,Surname_3040,561,Germany,Male,50.0,7,167085.57763804708,1,0,1,20654.9953824553,0
3041,87697396,Surname_3041,461,Germany,Male,39.0,7,235090.25120813263,1,0,1,26775.872378576867,0
3042,63547304,Surname_3042,557,France,Male,52.0,6,116430.56908664262,3,1,1,21636.220921973647,0
3043,30592563,Surname_3043,385,France,Female,18.0,0,215806.4060450239,1,0,1,36000.9264919952,0
3044,61262585,Surname_3044,786,Germany,Male,37.0,7,32990.51779341047,2,0,1,91425.02728951951,0
3045,79729776,Surname_3045,663,Spain,Female,18.0,2,130734.99760859569,1,0,0,121094.72155495227,0
3046,15125353,Surname_3046,743,France,Male,42.0,8,179557.4094474688,1,0,0,91387.24779464013,1
3047,41975219,Surname_3047,784,Germany,Female,56.0,2,93916.89576228912,4,0,1,63916.39917901705,1
3048,76620170,Surname_3048,610,Germany,Male,30.0,9,32000.00324770419,1,1,1,52928.63923437619,1
3049,22023823,Surname_3049,688,France,Male,58.0,9,181805.89817235002,2,1,1,45277.72438282373,1
3050,26302729,Surname_3050,645,Spain,Male,45.0,5,246224.98765792226,3,0,0,104618.53939905978,1
3051,20323842,Surname_3051,398,Germany,Male,44.0,3,94404.04766414684,1,0,0,147600.90985732,0
3052,85824765,Surname_3052,791,Spain,Female,49.0,7,125234.56701087677,4,1,0,60207.462488709716,0
3053,98145028,Surname_3053,829,Spain,Male,56.0,3,156287.69267935382,4,1,1,115687.50798597894,0
3054,70790971,Surname_3054,387,France,Male,23.0,5,131656.30503270496,1,1,1,112166.0487521272,0
3055,77781826,Surname_3055,816,Germany,Female,26.0,4,191458.12555260523,3,0,0,41798.61823674156,1
3056,64624963,Surname_3056,814,France,Female,35.0,9,219223.09834719158,4,0,0,96910.49119664455,0
3057,75181747,Surname_3057,612,Spain,Male,42.0,9,37019.15688665461,1,1,0,36168.14308182511,1
3058,26352801,Surname_3058,685,Spain,Male,51.0,9,60517.94778437205,3,1,1,136717.2400772724,0
3059,27246316,Surname_3059,849,Germany,Female,59.0,0,174856.6152203936,4,0,0,77780.86733618984,0
3060,94625179,Surname_3060,508,France,Male,39.0,3,4947.043820056673,2,1,1,17303.74002414121,0
3061,84066478,Surname_3061,843,Spain,Male,47.0,0,144437.42931639968,4,1,1,136813.27202168838,1
3062,56109985,Surname_3062,599,Germany,Male,26.0,8,134479.30485903737,4,1,0,103552.02865842803,0
3063,99581515,Surname_3063,795,France,Male,26.0,5,158037.90579399015,1,0,0,117927.83902046127,0
3064,12072197,Surname_3064,828,Spain,Female,41.0,8,76262.34072300367,1,0,1,12740.296461110536,1
3065,23738540,Surname_3065,691,France,Female,35.0,7,149982.1159680585,3,0,0,85486.70123312387,0
3066,91872950,Surname_3066,792,France,Female,33.0,9,175182.5565590246,1,1,1,87730.48615317968,0
3067,10660323,Surname_3067,673,Germany,Female,51.0,2,238204.92421443356,3,1,1,70481.7698888421,1
3068,89489957,Surname_3068,431,Spain,Male,30.0,4,175706.35956601976,3,0,0,24807.401985776283,0
3069,67645636,Surname_3069,377,France,Male,51.0,9,144879.536251012,4,1,0,12438.123620758848,1
3070,75514650,Surname_3070,704,Germany,Female,42.0,1,6664.984666574364,1,0,1,68277.90465764061,1
3071,40152346,Surname_3071,395,Spain,Male,37.0,4,19036.30139712001,4,1,0,53965.55454736287,1
3072,91965973,Surname_3072,392,France,,22.0,6,162127.48230887082,2,0,0,117565.64789733784,0
3073,51403261,Surname_3073,767,Spain,Male,36.0,9,247931.5377456648,1,1,0,80292.78241476235,0
3074,99884195,Surname_3074,711,Germany,Male,37.0,4,182960.21666159728,4,0,0,66828.07497947356,1
3075,73804821,Surname_3075,392,Germany,,20.0,4,103067.03322987113,4,0,0,45066.495826521255,0
3076,16589131,Surname_3076,392,Spain,Female,39.0,2,229746.37004302494,4,1,1,48368.85042481513,1
3077,66779169,Surname_3077,700,Germany,Female,32.0,1,179377.94580402024,1,1,0,65302.022027921535,0
3078,62632957,Surname_3078,529,Spain,Female,56.0,4,42907.54977002193,2,0,0,70295.01514838578,0
3079,77537262,Surname_3079,568,Spain,,55.0,7,167926.11971956017,1,1,1,149650.03759538542,0
3080,32247255,Surname_3080,775,Germany,Female,25.0,9,7262.103669021469,2,1,0,135240.28228852726,0
3081,59194690,Surname_3081,629,Spain,Male,31.0,0,180771.3455762785,2,1,1,22362.17676384268,1
3082,90631545,Surname_3082,646,Germany,Male,30.0,0,189592.79652822137,1,0,1,113731.72013561189,1
3083,80270642,Surname_3083,610,Spain,Male,59.0,2,166877.66775277085,2,1,0,39017.709915863474,0
3084,69255164,Surname_3084,364,Germany,Male,50.0,0,33035.96188099631,4,0,1,97494.15311372481,1
3085,51280557,Surname_3085,645,Spain,Female,30.0,1,138241.19760192055,3,1,1,45234.9977004801,0
3086,37617637,Surname_3086,591,France,Male,24.0,8,6035.766530554571,1,0,0,68378.5627592598,0
3087,38090279,Surname_3087,760,France,Female,55.0,3,12193.107860743208,2,1,0,77675.1756873597,1
3088,35456771,Surname_3088,813,Spain,Male,44.0,0,246692.3045959671,4,1,0,125490.19216337483,0
3089,67720683,Surname_3089,678,Germany,Male,27.0,5,185331.96122476197,1,1,1,42449.08134572813,1
3090,52309575,Surname_3090,531,Germany,,56.0,8,228854.87746639087,3,1,0,136193.13895763957,0
3091,69397259,Surname_3091,829,France,Female,21.0,6,108614.62401614053,1,0,0,83800.59385458833,0
3092,84069856,Surname_3092,525,Germany,Female,50.0,1,7916.640470485847,3,0,1,10121.391182889092,0
3093,12847309,Surname_3093,844,Spain,Female,32.0,0,92963.46829063917,4,0,0,80336.94445138263,1
3094,67529522,Surname_3094,475,France,Female,54.0,2,121560.64666859587,3,0,0,42476.97703380088,1
3095,36110193,Surname_3095,505,Germany,Female,22.0,6,44252.06078685673,3,1,1,13204.612327733003,1
3096,91040976,Surname_3096,419,Germany,Male,24.0,1,97539.68442286018,4,1,1,77478.46160068526,1
3097,21005166,Surname_3097,523,France,Male,45.0,8,50330.17890489028,2,1,0,19716.72394067017,1
3098,15344288,Surname_3098,720,Germany,Male,31.0,3,77366.27806988606,3,1,0,39099.0630073838,1
3099,58391864,Surname_3099,538,Germany,Female,41.0,7,92303.28148584915,1,1,0,74189.50612828654,0
3100,23937455,Surname_3100,502,Spain,Female,22.0,9,190164.79018958926,2,1,1,86378.89725202376,0
3101,58871140,Surname_3101,497,Germany,Female,37.0,0,37933.38846056707,4,1,1,22497.0492238881,0
3102,82788843,Surname_3102,364,Germany,Male,44.0,0,7688.748294669395,1,1,1,136415.3740795161,0
3103,99619704,Surname_3103,700,Germany,Male,58.0,3,50210.88937533205,3,0,1,140387.3766605717,1
3104,13908415,Surname_3104,432,Spain,Male,22.0,7,104973.73560091469,3,0,0,47354.42494465804,1
3105,30299560,Surname_3105,590,Spain,Female,41.0,6,36201.37944753107,2,0,1,74431.3641185129,0
3106,77207920,Surname_3106,624,Germany,,57.0,3,180168.1716604524,4,0,1,101828.87016616919,1
3107,60039531,Surname_3107,362,Germany,Male,43.0,0,137802.41078668248,2,1,0,116281.24669710171,1
3108,25919853,Surname_3108,631,France,Male,43.0,5,229873.79318004183,1,1,1,139277.6214812897,0
3109,68524878,Surname_3109,450,Germany,Female,39.0,4,244324.16805528876,4,0,0,38685.53719229292,0
3110,40683639,Surname_3110,669,Spain,Male,54.0,4,149467.10208346575,3,0,0,46222.898880891764,0
3111,32627903,Surname_3111,803,Spain,Female,49.0,5,62731.596825575136,3,1,1,88011.9152889069,1
3112,15256924,Surname_3112,375,Germany,Male,48.0,2,111072.19089547645,2,0,0,13916.604734543875,0
3113,89128658,Surname_3113,741,France,Male,29.0,1,54905.02485484308,2,1,0,30046.47203252202,0
3114,83208937,Surname_3114,752,Germany,Male,50.0,6,221253.24108730693,4,1,0,29829.556007881318,1
3115,15430721,Surname_3115,731,France,Male,57.0,1,197730.72297393135,4,0,1,74946.74490347547,1
3116,67194185,Surname_3116,490,France,Male,53.0,5,137571.92835341807,1,0,1,119085.34755195146,0
3117,63856183,Surname_3117,663,Germany,Female,56.0,8,156672.56861753348,1,1,0,39764.56134040779,1
3118,59177906,Surname_3118,550,Germany,Female,57.0,9,48764.71670826516,2,1,1,146678.37302238727,1
3119,53018138,Surname_3119,749,France,Female,30.0,3,118894.96977849609,1,1,0,114193.20788292697,1
3120,56765478,Surname_3120,641,Germany,Male,42.0,0,230834.22456833586,3,1,0,11754.315385174643,0
3121,20907173,Surname_3121,537,France,Male,23.0,9,43406.198078755704,4,1,1,69775.07673738661,1
3122,84128283,Surname_3122,450,Germany,Male,50.0,8,20952.257841602815,1,0,1,114134.00339157679,0
3123,87805613,Surname_3123,834,Spain,Male,50.0,1,104246.53567149864,4,1,0,43182.655675921545,1
3124,45063771,Surname_3124,512,France,Female,50.0,7,81772.08940358063,1,0,1,60434.36548931614,0
3125,71021253,Surname_3125,672,France,Female,47.0,9,168729.28150268717,4,0,1,145480.04264986268,1
3126,72921392,Surname_3126,758,France,Male,18.0,5,246863.11206789993,4,1,0,24656.67899867634,1
3127,10298830,Surname_3127,546,France,Female,20.0,8,86755.43169095217,1,1,1,122404.50194399778,1
3128,24274628,Surname_3128,699,Spain,Female,36.0,2,21252.80629324544,2,1,0,118862.96958736338,1
3129,57458007,Surname_3129,563,Spain,Male,42.0,3,212306.4330396005,2,0,0,123742.82695976616,1
3130,29245961,Surname_3130,616,Spain,Male,36.0,9,239370.4575238282,3,0,1,125017.40506440129,1
3131,27534050,Surname_3131,388,Spain,Male,59.0,4,128248.07850147429,3,0,1,35995.67290349515,1
3132,41633936,Surname_3132,445,France,Male,18.0,3,87732.64989457729,1,1,1,61341.470508533544,0
3133,56368368,Surname_3133,701,Spain,Male,43.0,4,41749.63119286126,1,0,0,102370.10255203028,0
3134,20940734,Surname_3134,785,Germany,Male,23.0,3,211389.31927873954,1,1,0,147235.99895264657,0
3135,66539799,Surname_3135,807,Germany,Male,33.0,9,58883.91803547294,1,1,0,64602.73807726773,1
3136,47741347,Surname_3136,416,Spain,Male,46.0,5,1195.8991657497752,1,1,0,146870.23750670158,1
3137,98060149,Surname_3137,450,Spain,Male,53.0,3,162032.48043030256,3,1,1,28022.004972735656,1
3138,20692798,Surname_3138,763,Germany,Female,31.0,1,216933.29361570007,4,0,0,103558.51633033164,1
3139,62199579,Surname_3139,525,France,Female,35.0,0,219079.9267263547,2,1,0,21330.902119577928,1
3140,83344592,Surname_3140,359,France,Male,19.0,3,23017.845810892308,1,1,1,16343.696536231482,1
3141,91532999,Surname_3141,615,France,Female,27.0,6,223023.6492747521,3,0,1,47362.24516620646,1
3142,53499119,Surname_3142,780,Germany,Female,52.0,5,42900.64771594881,1,0,1,51714.0752351861,1
3143,94049888,Surname_3143,404,Spain,Male,49.0,5,237089.51627781655,3,1,0,50389.54792119088,0
3144,47355917,Surname_3144,514,Spain,Female,22.0,6,160599.03169257243,1,0,0,89120.79058008072,1
3145,52122122,Surname_3145,699,France,Male,44.0,6,185834.64364842992,2,1,1,48531.4254035736,0
3146,65168586,Surname_3146,457,Germany,Female,50.0,5,83912.18432959619,1,0,1,144859.17922628496,0
3147,35275587,Surname_3147,524,Spain,Male,27.0,8,239230.188258994,4,1,1,114476.38388426616,0
3148,69924883,Surname_3148,669,Spain,Female,49.0,0,153517.3943612232,1,1,0,90459.47325232801,0
3149,62525876,Surname_3149,461,Spain,Female,57.0,7,3752.5567714940257,2,0,1,86609.03535852017,0
3150,61376457,Surname_3150,724,Spain,Female,47.0,6,216594.62438063722,1,0,1,62549.61664657696,0
3151,46564253,Surname_3151,510,Spain,Male,41.0,0,127968.64667967017,1,0,0,64456.13063646384,1
3152,58320489,Surname_3152,619,Germany,Female,34.0,6,27270.28629492473,2,1,1,99361.4928213169,0
3153,16564172,Surname_3153,507,France,Male,46.0,2,113790.55164138305,1,0,1,44824.38821917565,1
3154,62708098,Surname_3154,752,Spain,Female,18.0,9,59695.11593822016,1,1,1,77568.70780260733,1
3155,58789175,Surname_3155,391,France,Male,45.0,7,178698.0678681716,3,1,0,12319.64214663046,1
3156,52156329,Surname_3156,474,France,Male,43.0,3,31243.791112222723,1,0,1,60103.85850021449,1
3157,76131262,Surname_3157,739,Spain,Female,48.0,6,214390.36681243763,2,1,0,31617.46118118496,1
3158,31758384,Surname_3158,723,France,,49.0,6,191367.30458725613,4,1,0,82046.50374347222,0
3159,73637047,Surname_3159,594,Spain,Male,45.0,4,192794.31396635604,2,1,0,127754.68014614529,0
3160,54969124,Surname_3160,721,France,Female,45.0,5,110953.9960638633,1,1,0,63008.82735446904,1
3161,86045686,Surname_3161,470,Spain,Male,55.0,5,152791.87380416878,2,1,1,105938.3104202945,0
3162,10730842,Surname_3162,704,Germany,,45.0,1,221156.24031277956,1,0,1,18778.506647389117,0
3163,76829111,Surname_3163,708,Germany,Female,44.0,2,12781.908210549142,3,1,1,109951.71764967327,1
3164,22687724,Surname_3164,444,Germany,Male,38.0,3,245510.71054073612,3,1,1,70502.11566701546,0
3165,18279639,Surname_3165,372,France,Female,41.0,0,121247.53489155338,2,0,1,59871.3661474229,0
3166,66763470,Surname_3166,825,Spain,Male,51.0,7,29005.61846402036,2,1,1,87441.29238421895,1
3167,94267328,Surname_3167,390,Germany,Female,25.0,4,99703.06870584197,1,1,1,21911.845210900974,0
3168,67003845,Surname_3168,679,France,Female,22.0,7,231869.7741173631,2,0,0,47626.62481732364,0
3169,72021474,Surname_3169,670,France,Male,30.0,5,169222.36568467767,4,1,1,129240.20106429019,1
3170,81006851,Surname_3170,782,France,Male,33.0,8,247592.8739748818,2,0,1,70355.93870102163,1
3171,38728323,Surname_3171,352,France,Female,46.0,5,108352.64292508412,4,1,1,129888.4006555113,0
3172,98460641,Surname_3172,399,Germany,Male,34.0,3,228554.90474952714,3,0,0,134798.83621463992,1
3173,15269896,Surname_3173,627,France,Male,23.0,7,210453.89810940443,3,1,1,138310.8152488106,1
3174,60006446,Surname_3174,470,Spain,Female,50.0,5,7677.3107098916935,1,0,0,99198.61501983301,0
3175,19866391,Surname_3175,708,Spain,Female,25.0,1,117890.90101591442,3,1,1,115948.41501391535,0
3176,14460767,Surname_3176,723,Germany,Male,26.0,3,112304.9631841449,4,1,1,16534.37758358922,1
3177,30968264,Surname_3177,444,France,Male,52.0,6,100567.32349690617,2,1,0,65349.02691961648,1
3178,25507132,Surname_3178,702,Spain,Female,27.0,5,190301.63087841365,1,1,0,80751.78387899294,1
3179,24906736,Surname_3179,724,Germany,Female,31.0,9,87686.37610741942,4,0,1,146662.41664521556,1
3180,77697557,Surname_3180,403,Germany,Male,40.0,1,127031.06500599389,4,0,1,126517.93539226054,0
3181,49202202,Surname_3181,596,Spain,Female,33.0,8,191732.31256190207,2,1,1,131690.08802480868,0
3182,73688784,Surname_3182,482,Germany,Female,22.0,4,153411.5582280135,3,0,1,111077.43786533759,0
3183,48591424,Surname_3183,809,Spain,Male,49.0,6,26888.89545778628,4,1,0,77864.08488779844,0
3184,88778604,Surname_3184,715,France,Male,23.0,7,57397.61467263862,2,1,1,120743.60088666328,0
3185,77635301,Surname_3185,841,Germany,Female,31.0,0,8786.098386817876,1,0,1,91763.76902457913,0
3186,50671419,Surname_3186,370,Germany,Male,53.0,2,220934.7560262098,1,1,1,37621.741673603785,1
3187,92116419,Surname_3187,689,France,Female,38.0,9,151889.40046481404,4,1,0,129374.25179034357,1
3188,22533021,Surname_3188,469,Spain,Female,41.0,3,207184.2194137898,3,1,0,55909.63396133579,1
3189,44959704,Surname_3189,643,France,Female,44.0,2,246783.3325193541,2,0,0,15847.476506352923,1
3190,47973858,Surname_3190,605,Germany,Male,35.0,3,128388.29270747399,1,1,0,139562.405427747,1
3191,93739092,Surname_3191,564,Germany,,52.0,5,28277.789142161004,2,1,0,71809.42087030855,0
3192,87926964,Surname_3192,834,France,Female,21.0,0,106809.59288254369,4,0,1,42929.393644244316,1
3193,75245971,Surname_3193,580,Spain,Female,54.0,8,231707.56314560756,4,0,1,119341.87526204594,1
3194,67405767,Surname_3194,480,Spain,Female,24.0,2,50451.95451941695,4,0,1,94149.64825927644,0
3195,65053857,Surname_3195,471,Germany,Male,55.0,3,38284.99367057278,2,0,1,112583.33776633129,1
3196,23585625,Surname_3196,435,Spain,Female,50.0,7,115980.05419506594,2,1,1,101943.5518380313,0
3197,13389802,Surname_3197,774,France,,49.0,1,214425.31749203205,1,1,1,113286.75940342712,1
3198,10286888,Surname_3198,709,France,Male,30.0,1,87537.81452601364,2,1,1,11438.638652247446,1
3199,77033075,Surname_3199,380,Germany,Female,31.0,5,51066.122971163226,1,0,0,72735.82882149602,0
3200,23456768,Surname_3200,487,Germany,Female,39.0,1,225626.92220592807,4,0,1,131055.4845342503,0
3201,36463145,Surname_3201,444,Spain,Male,32.0,1,147092.82242365595,4,0,0,87677.13568793825,0
3202,15416595,Surname_3202,691,Germany,Male,22.0,0,141440.06491497956,4,0,0,114507.00175458498,0
3203,74594688,Surname_3203,354,Spain,Female,27.0,1,13191.420778898038,2,0,0,31054.631215149355,1
3204,38416901,Surname_3204,708,Germany,Female,22.0,2,195896.8341643048,1,1,0,121897.20213504256,0
3205,77467906,Surname_3205,596,Spain,Male,47.0,3,49483.36849943427,3,1,0,104873.36034899732,0
3206,19292579,Surname_3206,548,Germany,Female,43.0,2,127120.8299706206,1,0,1,138843.6311733337,1
3207,17601915,Surname_3207,541,Spain,Male,55.0,6,205796.10059044577,4,0,0,33289.10756285595,0
3208,52170610,Surname_3208,694,Spain,Female,30.0,5,103350.684923356,2,0,1,127769.72358312574,1
3209,57739515,Surname_3209,355,France,Male,55.0,9,79034.43399943311,2,0,1,111861.32054910366,0
3210,92471422,Surname_3210,702,Spain,Male,31.0,8,234829.4963060003,3,1,0,136343.953883461,1
3211,95885560,Surname_3211,499,Spain,Female,36.0,3,49962.27403944084,1,1,1,92326.57846977748,0
3212,23887872,Surname_3212,821,Germany,Male,45.0,3,247724.05342832126,3,1,1,25234.614700942817,1
3213,22487449,Surname_3213,780,Germany,Female,40.0,2,217262.13483881686,3,0,1,138613.5580161952,1
3214,29017930,Surname_3214,771,Germany,Male,46.0,9,192526.9602945944,2,1,0,56908.85066064747,0
3215,39620132,Surname_3215,565,Spain,Female,28.0,5,173768.20454060353,4,0,1,143789.5325049553,0
